,Paper ID,Hypothesis/Proposition #,Hypothesis/Proposition Full Sentence
857,ppr10amj.txt,h15,"table 5 presents the tests of hypotheses 4a– 4b, which predict, respectively, that high-reputation and celebrity firms will experience less negative reactions to their negative surprises than firms possessing neither high reputation nor celebrity, and "
858,ppr10amj.txt,h16,"hypo 4: , which predicts that high-reputation firms will experience less negative responses than celebrity firms."
859,ppr10amj.txt,h17,"thus, hypotheses 4a and 4b were supported, and "
860,pwr09amj.txt,h0,"hypo 1: the flow of unit service orientation over time relates to changes in unit effectiveness, in such a way that the positive relationship gets weaker over time."
861,pwr09amj.txt,h1,hypo 1: was tested via the statistical significance of the regression weights for the unit service orientation terms.
862,pwr09amj.txt,h2,hypo 2: was tested via the statistical significance of the variance component terms for unit service orientation and unit service orientation squared .
863,pwr09amj.txt,h3,"because both the linear and squared unit service orientation terms had to be significant to support hypothesis 1, so too must both variance components be significant to support "
864,pwr09amj.txt,h4,"hypo 2: hence, hypothesis 1 tests the shape of the average curve, and "
865,pwr09amj.txt,h5,hypo 2: tests whether there is between-store variability in the shape of the curve.
866,pwr09amj.txt,h6,hypo 1: predicts that the change of unit service orientation over time relates to changes in unit effectiveness over time in such a way that the positive relationship gets weaker.
867,pwr09amj.txt,h7,"hypo 1: and the value of adopting a longitudinal perspective, we performed some supplemental analyses to examine the effects of unit service orientation flows over the stock of unit service orientation ."
868,pwr09amj.txt,h8,"hypo 2: predicts that the positive, but decreasing, unit service orientation- unit effectiveness relationship is heterogeneous among units, with units manifesting consistently high flows of unit service orientation having greater effectiveness than those with consistently low flows of unit service orientation."
869,pwr09amj.txt,h9,hypo 2: was therefore supported for the adjusted controllable profit and sales per employee criteria.
870,rbm09jbe.txt,h0,hypo 1: csr is not positively related to ﬁnancial performance in emerging economies.
871,rbm09jbe.txt,h1,"taking the above arguments as a whole, we advance the following hypothesis: through fair employees a study of management perceptions of the impact of csr "
872,rbm09jbe.txt,h2,hypo 2: csr is positively related to employee commitment in emerging economies.
873,rbm09jbe.txt,h3,hypo 3: csr is not positively related to corporate reputation in emerging economies.
874,rf97amj.txt,h0,"in summary, a resource-based analysis of the link between environmental performance and economic performance leads directly to our first hypothesis: "
875,rf97amj.txt,h1,hypo 1: high levels of environmental performance will be associated with enhanced profitability.
876,rf97amj.txt,h2,"hypo 2: the level of an industry's growth will moderate the relationship between the environmental performance and profitability of firms in that industry; the greater the industry growth, the greater the positive impact of environmental performance on firm profitability."
877,rf97amj.txt,h3,"hypo 2: , we used an interaction term formed by multiplying the frdc environmental variable and industry growth."
878,rf97amj.txt,h4,hypo 2: of special note is the pattern of correlations between the interaction term and its constituent terms.
879,rf97amj.txt,h5,hypo 1: by including a direct effect for the environmental performance variable.
880,rf97amj.txt,h6,"hypo 1: although the increase in the equation's r2 is modest, it should be borne in mind that the equation already contains seven control variables."
881,rf97amj.txt,h7,hypo 2: by adding the interaction term to the regression equation.
882,rf97amj.txt,h8,"hypo 2: to examine the robustness of our results, we split our data by year and conducted analyses of 1991 and 1992 separately."
883,rffa98jom.txt,h0,hypo 1: visionary leadership enables the simultaneous creation of a cooperative and learning organization.
884,rffa98jom.txt,h1,hypo 2: an organization that simultaneously fosters cooperation and learning facilitates the implementation of process management practices.
885,rffa98jom.txt,h2,hypo 3: process management practices simultaneously result in continuous improvement of quality and employee fulfillment.
886,rffa98jom.txt,h3,hypo 4: an organization’s simultaneous efforts continuously to improve its quality and to fulfill its employees lead to higher customer satisfaction.
887,rffa98jom.txt,h4,hypo 1: stresses the critical role that leadership plays in ensuring the success of quality management adoption.
888,rffa98jom.txt,h5,"hypo 2: emphasizes the importance of both cooperation and continual learning in helping an organization to implement process management practices that include both human resource management practices e.g., teams and methodolog ical approaches e.g., statistical process control ."
889,rffa98jom.txt,h6,"hypo 3: describes the two immediate outcomes of continuous quality improvement and employee fulfillment that an organization derives from effective implementation methodological and human re table 1 theoretical constructs and nominal definitions from anderson et al., 1994b; p. 480 visionary leadership the ability of management to establish, practice, and lead a long-term vision for the organization, driven by changing customer requirements, as opposed to an internal management control role internal and external cooperation the propensity of the organization to engage in non-competitive activities internally among employees and externally with respect to suppliers learning the organizational capability to recognize and nurture the development of its skills, abilities, and knowledge bases process management the set of methodological and behavioral practices emphasizing the management of process, or means of actions, rather than results continuous impro˝ement the propensity of the organization to pursue incremental and innovative improvements of its processes, products, and services employee fulfillment the degree to which employees of an organization feel that the organization continually satisfies their needs customer satisfaction the degree to which an organization’s customers continually perceive that their needs are being met by the organization’s products and services m. rungtusanatham et al.r journal of operations management 17 1998 77–95 sources management practices underlying process management."
890,rffa98jom.txt,h7,"hypo 4: theorizes that continuously improving quality and fulfilling employees represent requisite conditions that, in turn, contribute to an organization’s ability to satisfy its present customers and, at the same time, to identify opportunities for satisfying future customers."
891,rffa98jom.txt,h8,"hypo 1: suggests the following two hypotheses, as follows."
892,rffa98jom.txt,h9,hypo 1: visionary leadership is not positively related to internal and external cooperation.
893,rffa98jom.txt,h10,hypo 2: visionary leadership is not positively related to learning.
894,rffa98jom.txt,h11,m. rungtusanatham et al.r journal of operations management 17 1998 77–95 the remaining six hypotheses that can be derived from 
895,rffa98jom.txt,h12,"hypo 2: hypotheses 3 and 4 , from "
896,rffa98jom.txt,h13,"hypo 3: hypotheses 5 and 6 , and from "
897,rffa98jom.txt,h14,hypo 4: hypotheses 7 and 8 include the following hypotheses.
898,rffa98jom.txt,h15,hypo 3: internal and external cooperation is not positively related to process management.
899,rffa98jom.txt,h16,hypo 4: learning is not positively related to process management.
900,rffa98jom.txt,h17,hypo 5: process management is not positively related to continuous improvement.
901,rffa98jom.txt,h18,hypo 6: process management is not positively related to employee fulfillment.
